"Authors","Author full names","Author(s) ID","Title","DOI","Link","Abstract"
"Chatziastros A.; Buelthoff H.H.","Chatziastros, Astros (7801313277); Buelthoff, Heinrich H. (35511854700)","7801313277; 35511854700","Prospective control of lane changing and tau-dot","10.1167/2.7.639","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4243144806&doi=10.1167%2f2.7.639&partnerID=40&md5=d3e075205a8f03d53ad4aecd132e3131","Many manual and locomotor tasks require the actor to reach a certain position in space, while reducing movement velocity close to zero. The 'tau- dot' variable, the first temporal derivative of the current time-to-contact, was suggested to play a critical role in the prospective control of deceleration (e.g. Lee, 1976; Yilmaz & Warren, 1995). Lane changing can be considered as a biphasic task, where in a first phase a lateral velocity is produced (pull-out), which then has to be minimized in a second phase (approach to the envisaged lane). This second alignment phase necessarily requires prospective control of the lateral deceleration. Here we asked, whether lane changing might be guided by tau-dot, resulting in a lateral approach to the new lane with tau-dot values kept constant at or regulated around -0.5. In a driving simulation using a large cylindrical projection screen (7m diameter), 46 participants were asked to drive in a 3.5 m wide straight lane and to perform consecutive lane changes to an adjacent lane. The deceleration of 1460 trajectories of the second phase were analyzed, computing fit and slope of a linear regression of time-to-contact with respect to time. We found that two-thirds of the lane changes can be described by a single tau-dot value (criterion r > 0.6, mean r = 0.94). These trials yield a mean tau-dot of -0.499 (sd = 0.132), which is in suprising agreement with the theoretical value of -0.5. Futhermore, we observed also a positive correlation (r = 0.68) between the time required for the completion of the lane change and the tau-dot values. Our results complement previous studies showing evidence for the use of the tau-dot variable, even when the point of termination of the approach was largely self-defined, as it was true for our task. Drivers prefered a path with a constant lateral deceleration, despite the non-linear relationship between lateral deceleration and steering-wheel amplitude."
"Miyake Y.; Hozumi T.; Mori I.; Sugioka K.; Yamamuro A.; Akasaka T.; Homma S.; Yoshida K.; Yoshikawa J.","Miyake, Y. (7401892661); Hozumi, Takeshi (55736066700); Mori, I. (7201752383); Sugioka, K. (7103408535); Yamamuro, A. (7004142390); Akasaka, T. (7201790924); Homma, S. (7202626714); Yoshida, K. (55557601200); Yoshikawa, J. (35353045900)","7401892661; 55736066700; 7201752383; 7103408535; 7004142390; 7201790924; 7202626714; 55557601200; 35353045900","Automated quantification of aortic regurgitant volume and regurgitant fraction using the digital colour Doppler velocity profile integration method in patients with aortic regurgitation","10.1136/heart.88.5.481","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036839645&doi=10.1136%2fheart.88.5.481&partnerID=40&md5=1dbe16dc4f3542b88e424b4cd0ce3ed5","Background: The recently introduced automated cardiac flow measurement (ACM) technique provides a quick and an accurate automated calculation of stroke volume and cardiac output. This is obtained by spatio-temporal integration of digital Doppler velocity profile data. Objective: To evaluate the use of the ACM method in the non-invasive assessment of aortic regurgitant volume and per cent regurgitant fraction (%RF) in patients with aortic regurgitation. Methods: Aortic outflow volume and mitral inflow volume were calculated by the ACM method in 22 patients with isolated aortic regurgitation. Aortic regurgitant volume and %RF were calculated using the following equations: aortic regurgitant volume = [aortic outflow volume] - [mitral inflow volume]; %RF = [aortic regurgitant volume]/[aortic outflow volume] x 100. The results were compared with those obtained using pulsed Doppler cross sectional echocardiography (PD-2D). Results: Aortic regurgitant volumes measured by the ACM method showed a good correlation with the PD-2D measurements (r = 0.95, y = 0.9x + 3.9, SEE = 8.6 ml); the mean (SD) difference between the two methods was -1.5 (8.5) mi. %RF estimated by the ACM method also correlated well with the values obtained by the PD-2D method (r = 0.91, y = 0.9x + 4.9, SEE = 6.0%); the mean difference between the two methods was - 1.5 (6.0)%. Total time required for aortic regurgitant volume (for one cardiac cycle) by the ACM method was significantly shorter than by the PD-2D method (130 (16) v 230 (32) s, p < 0.01). Conclusions: The newly developed the ACM method is quick and accurate in the automated assessment of aortic regurgitant volume and per cent regurgitant fraction in patients with isolated aortic regurgitation."
"Tzamaloukas A.H.; Murata G.H.","Tzamaloukas, Antonios H. (7103395063); Murata, Glen H. (7005589076)","7103395063; 7005589076","A population-specific formula predicting creatinine excretion in continuous peritoneal dialysis","10.1177/089686080202200111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036231073&doi=10.1177%2f089686080202200111&partnerID=40&md5=9ad6bb7c430dbf6c91cdc9aeb7efd0ef","◆ Objective: The Cockroft-Gault formula was shown to systematically overestimate the decline in creatinine excretion with age in continuous peritoneal dialysis (CPD) patients and is, therefore, not suitable for studying creatinine excretion. The purpose of the present study was to develop and test a population-specific formula predicting average creatinine excretion in CPD. ◆ Methods: Creatinine excretion in urine plus dialysate was measured in 925 CPD patients. Forty patients were excluded because of evidence of noncompliance. The remaining 885 subjects were randomly grouped into a derivation group (n = 432) and a validation group (n = 453). Stepwise multiple linear regression models were used to predict creatinine excretion in the derivation group. The candidate variables, chosen because they were previously shown to be predictors of creatinine excretion in CPD, included weight (W), age (A), gender (G), diabetes (D), and interaction terms between these four variables. Estimates of creatinine excretion from the best-fit regression formula (CrExcr1) and from the Cockroft-Gault formula (CrExcr2) were compared to creatinine excretion (CrExcr) in the validation group. ◆ Results: The best-fit regression model in the derivation group included all four candidate variables (W, A, G, D), but no interaction terms. This model was as follows: CrExcr1 = 302.150 - 4.380A + 171.234G - 39.041D + 11.730W (r2 = 0.477, p < 0.001). In the validation set, CrExcr = -15.795 + 0.988CrExcr1 (r2 = 0.447, p < 0.001), and CrExcr = -303.823 + 0.732CrExcr2 (r2 = 0.340, p < 0.001). When the differences between measured and predicted creatinine excretion did not take into account the sign of each individual difference, CrExcr -CrExcr1 = 201 ± 156 mg/24 hours, and CrExcr -CrExcr2 = 235 ± 174 mg/24 hr (p < 0.001) in the validation group. When the sign of the difference was taken into account, CrExcr - CrExcr1 = -28 ± 149 mg/24 hr, and CrExcr - CrExcr2 = 63 ± 295 mg/24 hr (p < 0.001). ◆ Conclusions: A population-specific formula predicting creatinine excretion in CPD was derived. This formula has greater accuracy than the Cockroft-Gault formula and can be used in studies of creatinine excretion in CPD."
"Raffi M.; Siegel R.M.","Raffi, Milena (6603459027); Siegel, Ralph M. (7401836141)","6603459027; 7401836141","Optical recordings reveal a functional architecture for spatial attention in the posterior parietal cortex of the behaving macaque","10.1167/2.7.441","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4243147111&doi=10.1167%2f2.7.441&partnerID=40&md5=a5b51cc5af1a68589f2bcd72ab00c4c9","The influence of spatial attention in the parietal cortex was evaluated using optical imaging of intrinsic signals at 605nm. The most dorsal aspects of area 7a and dorsal prelunate (DP) were imaged. Recordings were made in the right hemisphere of a macaque trained to fixate a 0.1° red dot and perform a cued detection task. Two 10° expanding optic flow stimuli were simultaneously presented 10° to the left and right (or above and below) the target. The monkey responded to a change in the structure of one of the two stimuli. A 2° white cue instructed the monkey as to which stimulus would change. A behavioral catch-trial control was also used for which the cue was incorrect. Behaviorally, there was a decrease in the reaction time of 25-50 msec when the monkey was correctly vs. incorrectly cued indicating a spatial attentional shift. The evoked optical response across the posterior parietal cortex depended on the locus of attention with the appearance of columns corresponding to the location of the attentional cue. We quantified these effects using a linear regression analysis. The columns were seen in all the experiments performed over 10 months and had the same dimension in both horizontal and vertical paradigm. These attentional columns were not seen in controls when just the cue was presented and the animal attended only to the central fixation point. For verification, multi-unit recordings were made using both the attentional task and the control task. The great majority of neurons showed no dependence at the onset of the stimuli upon the cue condition. A control paradigm in which the animal had to detect a central fixation point dimming showed that the cue alone had little or no effect on the firing rate. Thus the observed columns are not likely to result from the cue stimuli, but rather the spatial focus of the attention. The columns represent a novel functional architecture correlated with attention."
"Sendak P.E.","Sendak, Paul E. (6602426446)","6602426446","Timber marking costs in spruce-fir: Experience on the penobscot experimental forest","10.1093/njaf/19.1.22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4644248917&doi=10.1093%2fnjaf%2f19.1.22&partnerID=40&md5=4545e506893ab0f800241aa813939f2d","In the application of partial harvests, time needs to be allocated to marking trees to be cut. On the Penobscot Experimental Forest located in Maine, eight major experimental treatments have been applied to northern conifer stands for more than 40 yr. Data recorded at the time of marking were used to estimate the time required to mark trees for harvest. A simple linear regression equation is presented that estimates labor hours per acre marked from data on volume marked per acre."
"De Lint W.B.Samuel; Benes N.E.; Higler A.P.; Verweij H.","De Lint, W.B.Samuel (6602460277); Benes, Nieck E. (6603943237); Higler, Arnoud P. (6602158078); Verweij, Henk (8159240700)","6602460277; 6603943237; 6602158078; 8159240700","Derivation of adsorption parameters for nanofiltration membranes using a 1-pK Basic Stern model","10.1016/S0011-9164(02)00391-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037056728&doi=10.1016%2fS0011-9164%2802%2900391-0&partnerID=40&md5=10b51061113175ed723053719a4e603d","The ion retention and flux of nanofiltration (NF) membranes are to a large extent determined by the membrane surface charge. This surface charge is in turn strongly influenced by adsorption of ions from the solution onto the membrane material. A 1-pK adsorption model with a Basic Stern electrostatic double layer model is used to describe ion adsorption, and the sensitivity of this model for various parameters is discussed. From a non-linear regression analysis of literature data [1,2] regarding the surface charge and the zeta-potential, adsorption parameters for the 1 pK model are obtained for sodium chloride on γ-alumina. The 1-pK Basic Stern model could predict the surface charge well, except for the highest concentration of 1000 mol/m3. Reasonable agreement is found between the measured zeta-potentials and the model predictions."
"Nakago S.; Ueda Y.; Takeuchi K.; Maruo T.","Nakago, Satoshi (6602496667); Ueda, Yasuo (57206714063); Takeuchi, Kyosuke (36748090200); Maruo, Takeshi (7103049223)","6602496667; 57206714063; 36748090200; 7103049223","Implication of maternal nitrogen balance in the regulation of circulating levels of insulin-like growth factor-1 in human pregnancy","10.1507/endocrj.49.299","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036022473&doi=10.1507%2fendocrj.49.299&partnerID=40&md5=408a00b0e5e33ac890ab96cc2ca2ae82","Nutrition plays an important role in regulating the circulating levels of insulin-like growth factor-I (IGF-I). We have demonstrated that reduced nitrogen balance is related to changes in serum IGF-I levels but not serum growth hormone levels in pregnant rats. In the present study, we investigated the effects of changes in nitrogen balance on serum IGF-I levels in normal and malnourished pregnant women (defined as having negative nitrogen balance). Forty-eight pregnant women (threatened miscarriage and premature labor, 39; pre-eclampsia, 3; hyperemesis, 3; ileus, 2; bleeding from the colon, 1) and 19 non-pregnant women admitted in Kobe University Hospital were enrolled in this study. Blood samples of normal pregnant controls were also obtained from 172 healthy pregnant women attending the outpatient clinic. Serum IGF-I levels and nitrogen balance were measured serially in 9 pregnant women with threatened miscarriage and premature labor and 9 malnourished pregnant women out of 48 pregnant women. Serum IGF-I and urinary nitrogen levels were measured by radioimmunoassay with acid-ethanol extraction and the Dumas method, respectively. Nitrogen balance was expressed as the difference between daily nitrogen intake and nitrogen excretion assessed by urinary nitrogen levels. Serum IGF-I levels in normal pregnant controls significantly increased in the third trimester of pregnancy compared with non-pregnant controls. No difference in serum IGF-I levels in any trimester of pregnancy was observed between normal pregnant controls and pregnant women with threatened miscarriage and premature labor. There was no significant difference in nitrogen balance between the pregnant women with threatened miscarriage and premature labor and non-pregnant controls. In the longitudinal study, no correlation was found between the changes in serum IGF-I levels and those in nitrogen balance in the 9 pregnant women with threatened premature labor (daily nitrogen balance > 0 g/day) on the basis of linear regression analysis. On the other hand, the changes in serum IGF-I levels in the 9 malnourished pregnant women were significantly correlated with those in nitrogen balance (y = 1.72x + 17.5; r = 0.60; P<0.05: linear regression analysis). These results indicate that maternal nutritional states have a major effect on serum IGF-I levels in malnourished pregnant women, but not in pregnant women with daily nitrogen balance > 0 g/day. Serum IGF-I levels can be a potent index of nutritional states under malnutrition during human pregnancy."
"Bolard M.; Boichard D.","Bolard, Marc (6508244620); Boichard, Didier (7003868937)","6508244620; 7003868937","Use of maternal information for QTL detection in a (grand)daughter design","10.1051/gse:2002011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035983154&doi=10.1051%2fgse%3a2002011&partnerID=40&md5=0a17916832106ce389b5d81c639c03e0","In a (grand)daughter design, maternal information is often neglected because the number of progeny per dam is limited. The number of dams per maternal grandsire (MGS), however, could be large enough to contribute to QTL detection. But dams and MGS usually are not genotyped, there are two recombination opportunities between the MGS and the progeny, and at a given location, only half the progeny receive a MGS chromosomal segment. A 3-step procedure was developed to estimate: (1) the marker phenotypes probabilities of the MGS; (2) the probability of each possible MGS haplotype; (3) the probabilities that the progeny receives either the first, or second MGS segment, or a maternal grandam segment. These probabilities were used for QTL detection in a linear model including the effects of sire, MGS, paternal QTL, MGS QTL and maternal grandam QTL. Including the grandam QTL effect makes it possible to detect QTL in the grandam population, even when MGS are not informative. The detection power, studied by simulation, was rather high, provided that MGS family size was greater than 50. Using maternal information in the French dairy cattle granddaughter design made it possible to detect 23 additional QTL genomewise significant."
"Crüger T.; von Storch H.","Crüger, Traute (35605362100); von Storch, Hans (7004512139)","35605362100; 7004512139","Construction of consistent ice core accumulation time series from large-scale meteorological data: Development and description of a regression model for one North Greenland ice core","10.3354/cr020141","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036321567&doi=10.3354%2fcr020141&partnerID=40&md5=311141daa382aa3108405f238f2b7440","An empirical downscalling relationship is constructed which consistently estimates annual ice accumulation from large-scale meteorological data. The method by which the relationship was developed and the application of the method to one ice core are described. The statistical technique is based on a stepwise multiple linear regression using yearly accumulation as the predictand and the principle components (PCs) of seasonally averaged large-scale atmospheric fields as predictors. In order to separate the accumulation variations related to circulation and thermodynamics, the first step involves the stream-function field as the predictor. In the second step, temperature PCs are related to the residuals between real ice accumulation and accumulation described by stream-function PCs. One model is fitted for a North Greenland ice core. The atmospheric data are monthly NCEP Reanalysis data from 1948 to 1992. A statistical relationship is found which reproduces about 71.5% of local ice accumulation variability. The relationship involves 3 physically plausible stream-function patterns, representing a seasonal mean (May to August) over Greenland, the North Atlantic and North Europe, which describes 64% of variance. In the second step, an additional contribution of the temperature field to the explained variance of 7.5% is achieved. The temperature PCs represent the annual mean 700 hPa pattern covering the area from east Canada to east Greenland."
"Takei H.; Komaba Y.; Araki T.; Iino Y.; Katayama Y.","Takei, Hiroyuki (7202068713); Komaba, Yuichi (6701346453); Araki, Toshihiko (57209516714); Iino, Yasuhiko (7103089215); Katayama, Yasuo (7402294381)","7202068713; 6701346453; 57209516714; 7103089215; 7402294381","Plasma immunoadsorption therapy for Guillain-Barré syndrome: Critical day for initiation","10.1272/jnms.69.557","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036908239&doi=10.1272%2fjnms.69.557&partnerID=40&md5=c9f70e4ff9feb00d05eaed7949f45533","Immunoadsorption plasmapheresis (IAPP) is a method of removing circulating immune factors that is used to treat Guillain-Barré syndrome (GBS). We retrospectively analyzed the data on our GBS patients. In 21 patients treated with IAPP, linear regression analysis showed that the time from the onset of symptoms to the initiation of IAPP was correlated with the time required for improvement by one Hughes functional grade. We investigated the critical day for initiating treatment, which we defined as the day when initiation of IAPP was significantly more likely to improve function by at least one Hughes grade when compared with the outcome in patients receiving supportive therapy (non-IAPP group). The critical day was found to be day 6 after the onset of GBS."
"Belz G.G.; Butzer R.; Kober S.; Mutschler E.","Belz, Gustav G. (7102682923); Butzer, Raunhild (6603544229); Kober, Susan (6603636792); Mutschler, Ernst (56276649400)","7102682923; 6603544229; 6603636792; 56276649400","Pharmacodynamic studies on the angiotensin II type 1 antagonists irbesartan and candesartan based on angiotensin II dose response in humans","10.1097/00005344-200204000-00012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036193504&doi=10.1097%2f00005344-200204000-00012&partnerID=40&md5=719c47a2f3be00bb843b0bf17ba54323","The in vivo effects of two unsurmountable angiotensin II type 1 (AT1) antagonists, irbesartan (150 mg) and candesartan (8 mg), were studied in a double-blind, randomized, crossover study in 18 healthy men. The drugs' direct vascular effects were assessed as the rightward shift (dose ratio - 1) of angiotensin dose-effect curves on diastolic blood pressure (DBP). Renal and adrenal effects were assessed by plasma renin activity (PRA), aldosterone concentrations, and antagonistic concentration equivalents (n × Ki) in a radioligand rat lung receptor assay. Both drugs exerted similar substantial (> 30-fold) and long-lasting (> 2-fold 47 h after dosing) rightward shifts of the angiotensin II dose effect declining with half-lives of 15 h irbesartan and 12 h candesartan, respectively. Dose ratio - 1 versus n × Ki showed a linear relationship in Schild regression plots; both drugs increased PRA, decreased DBP, and suppressed aldosterone. The slopes of linear relationship between angiotensin antagonism (dose ratio - 1) and PRA increase were almost three-fold steeper (p = 0.005) following irbesartan as compared with candesartan. The findings suggest that for the same degree of angiotensin II antagonism, irbesartan produces a greater increase in PRA than candesartan. These pharmacodynamic differences warrant further investigation and clarification."
"Bilonick R.A.","Bilonick, Richard A. (57193639857)","57193639857","Letter tothe editor","10.1080/10473289.2002.10470799","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036225343&doi=10.1080%2f10473289.2002.10470799&partnerID=40&md5=e8c13c122dff20d250d6436a5f0df90d","[No abstract available]"
"Callréus T.; Holmquist I.-B.; Lundin S.; Höglund P.","Callréus, Torbjörn (8641240400); Holmquist, Ing-Britt (8625510700); Lundin, Stefan (55811307500); Höglund, Peter (7006642220)","8641240400; 8625510700; 55811307500; 7006642220","The influence of lithium on the antidiuretic effect of desmopressin","10.1211/002235702320402134","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036733781&doi=10.1211%2f002235702320402134&partnerID=40&md5=6c8b764425dc719ccc50e4126e8a20c6","The objective of this study was to investigate the graded influence from lithium on the antidiuretic effects of desmopressin. Eight healthy male subjects participated in this open, randomised cross-over study with two periods comprising 6 days each. For each subject, one of the study days (6th day) was preceded by a period of lithium treatment. On the study days the subjects were orally water loaded to achieve a state of overhydration with a high urine flow rate. When a steady-state diuresis was achieved after approximately 2 h, 0.396 μg of desmopressin was administered intravenously as a bolus injection. An indirect-response model, where desmopressin was assumed to inhibit the elimination of response, was fitted to the urine osmolarity data. The effects of the independent variables, Uflow(baseline) (baseline urine flow rate), R0 (baseline osmolarity) and serum lithium concentration, on IC50 (concentration producing 50% of the maximum inhibition) could be expressed by multiple linear regression. In conclusion, we found that an indirect-response model can be a useful tool in investigating and describing the pharmacodynamic interaction between drugs, in this particular case, between lithium and desmopressin."
"Diamond J.; Skaggs J.; Manaligod J.M.","Diamond, Jason (7201899711); Skaggs, Jennifer (6701885390); Manaligod, Jose M. (7003518454)","7201899711; 6701885390; 7003518454","Free-radical damage: A possible mechanism of laryngeal aging","10.1177/014556130208100813","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036667527&doi=10.1177%2f014556130208100813&partnerID=40&md5=ac99f8166fec6cd813d47f141b15895e","We conducted a study of lipid peroxidation as a marker of age-related free-radical damage in the human larynx the first study of its kind. A colorimetric assay for malondialdehyde (MDA) and 4-hydroxy-2-nonenal (4-HNE) was performed on extracts taken from thyroarytenoid muscle harvested from fresh cadaveric laryngeal specimens. Levels of MDA and 4-HNE were measured by spectrophotometry. Correlation studies were performed by linear regression analysis. We found that MDA levels in human thyroarytenoid muscle appeared to increase with age while 4-HNE levels showed a slight decrease with age. Ourfindings are consistent with those of previous studies of other organ systems and indicate that there is a need for further study of free-radical damage and the effects of aging on the human larynx and on voice production."
"Hand C.H.; Adams M.","Hand, Christopher H. (7006688281); Adams, Malcolm (7403905568)","7006688281; 7403905568","How do attitudes to illness and treatment compare with self-reported behaviour in predicting inhaler use in asthma?","10.1038/pcrj.2002.5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036203539&doi=10.1038%2fpcrj.2002.5&partnerID=40&md5=87665175d86d0f40766c1ce079f3e4d3","Aim: To compare attitudes to illness and treatment with self-reported behaviour in predicting inhaler use in asthmatic patients. Methods: In five practices, 45 patients had their β-2-agonist and steroid inhalers exchanged for Ventolin and Flixotide Accuhalers™. They completed the Illness Perception Questionnaire, the Attitudes to Treatment for Asthma Questionnaire, and a self-report questionnaire at entry, after one month's run-in, and at three months. A nurse counted the number of doses used. Univariate analysis was performed with Accuhaler use over three months as the dependent variable. Independent variables included the questionnaire sub-scales and morbidity. Significant variables were entered into multiple linear regression. Results: The self-report questionnaire explained 40% of the variance of steroid use. The ATAQ relief sub-scale and morbidity explained 29% of the variance of β-2-agonist use. Conclusions: Steroid inhaler use can be partly predicted by self-reported behaviour and β-2-agonist use by attitudes to inhaler treatment. These findings have implications for patient education."
"Juan C.-J.; Hsueh C.-J.; Huang C.-W.; Liou C.-H.; Chin S.-C.; Lee M.-Y.; Kuo Y.-L.; Wu C.-J.; Yu C.-Y.; Chen C.-Y.; Chou T.-Y.","Juan, Chun-Jung (7005684010); Hsueh, Chun-Jen (12243336400); Huang, Chih-Wang (37058268700); Liou, Chang-Hsien (7101807328); Chin, Shy-Chyi (7202600877); Lee, Ming-Yung (57141076300); Kuo, Yen-Liang (57189057316); Wu, Ching-Jiunn (7501664683); Yu, Chih-Yung (8597492300); Chen, Cheng-Yu (35225737000); Chou, Ting-Ywan (7401863446)","7005684010; 12243336400; 37058268700; 7101807328; 7202600877; 57141076300; 57189057316; 7501664683; 8597492300; 35225737000; 7401863446","Age-specific and sex-specific differences in diagnostic accuracy of high-resolution ultrasonography for acute appendicitis","10.1016/S0929-6441(09)60018-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036286918&doi=10.1016%2fS0929-6441%2809%2960018-7&partnerID=40&md5=df8a92d8e872e7573b2850979608ea78","Objective: To evaluate the diagnostic capability of high-resolution ultrasonography (HRUS) for clinically suspected acute appendicitis in patients of different sex and age presenting with acute right lower quadrant pain at the Emergency Department of Tri-Service General Hospital, Taipei, Taiwan. Materials and methods: The study included 734 consecutive patients (366 males and 368 females) in whom acute appendicitis was clinically suspected and evaluated using HRUS between January 1997 and November 1999. Patients were classified into two groups by sex, and further classified into four age groups (I = 0-17 yr; II = 18-45 yr; III = 46-60 yr; IV = > 60 yr) for categorical analysis. We retrospectively reviewed and compared the patients' HRUS images with their operative findings and histologic results to evaluate the overall age-specific and sex-specific diagnostic ability of HRUS for acute appendicitis. The chi-square test was used for categorical data analysis. Comparative analysis of our data with previously published data on the correlation between the prevalence of acute appendicitis and sonographic diagnosis of acute appendicitis was performed using linear regression. Results: The overall accuracy, sensitivity, specificity, positive and negative predictive rates were 89%, 87%, 90%, 89% and 88%, respectively. Age-specific analysis revealed a statistically significant difference in diagnostic accuracy between age groups II and III among women (85% vs 96%, respectively; p < 0.05). Sex-specific analysis of age group II showed higher sensitivity (90% vs 77%; p < 0.05) and positive predictive values (89% vs 77%; p < 0.05) in women than in men, respectively. In age group III, the accuracy of HRUS was higher in men than in women (96% vs 84%, respectively; p < 0.05). The negative predictive value and overall diagnostic accuracy were negatively correlated to the prevalence of acute appendicitis. Conclusion: The value of HRUS for the diagnosis of acute appendicitis varied among different age and sex groups. The prevalence of acute appendicitis was negatively correlated with the negative predictive value and overall diagnostic accuracy of HRUS for acute appendicitis."
"Boisot P.O.; Rodriguez-Zas S.L.; Shanks R.D.","Boisot, P.O. (6505916288); Rodriguez-Zas, S.L. (7004076085); Shanks, R.D. (7103254696)","6505916288; 7004076085; 7103254696","Repeatability of objective measurements on the rear legs of dairy cows","10.3168/jds.S0022-0302(02)74314-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036726669&doi=10.3168%2fjds.S0022-0302%2802%2974314-2&partnerID=40&md5=3929ac0907ecc282954c2dbd45a0d1c4","The objective of this paper was to estimate the repeatability of objective measurements on the rear legs of dairy cows to see whether higher repeatability estimates could be obtained compared to the corresponding subjective linear score. Between September and November 1998, seven measurements of distance among dewclaw, hip, hock, pinbone, and thurl were taken on 73 cows from the University of Illinois dairy farm. Measurements were combined to define triangles and therefore angles reflecting rear leg structure. Three novice evaluators participated in the experiment, and, on a given day, two sets of measurements were taken by two evaluators. Cows were measured twice at a 1- to 4-wk interval. Size, evaluator, and order of measurement were included in the model as fixed effects. Cow, interactions of cow x evaluator and cow x order of measurement were random effects included in the model. The model explained over 80% of the variation for each variable. Repeatability estimates of the length measurements ranged from 0.61 to 0.89. Repeatability estimates of angles were much lower ranging from 0.00 to 0.24. The variation in natural standing position of the cow hampered the accuracy of the objective measurements. Low estimates of repeatability for angles describing rear leg suggested that objective measurements by novice evaluators were not sufficiently reliable to potentially replace the subjective linear score for rear leg curvature determined by experts. Usefulness of further investigation to find objective measurements that would give a better description of rear legs conformation compared to the corresponding current type trait was questionable."
"Lott L.A.; Haegerstrom-Portnoy G.; Schneck M.; Brabyn J.A.","Lott, Lori A. (7003694388); Haegerstrom-Portnoy, Gunilla (7003490857); Schneck, Marilyn (7006364005); Brabyn, John A. (7004481174)","7003694388; 7003490857; 7006364005; 7004481174","Reading performance in older adults: The SKI study","10.1167/2.10.36","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4143082723&doi=10.1167%2f2.10.36&partnerID=40&md5=ce5ec428cddb4fceeb8d4a7cf118923f","Purpose: To assess reading performance in older adults with high contrast visual acuities ranging from 0.22-0.78 logMAR (i.e. 20/32-20/120), to determine the factors that affect reading, and to compare these findings to our previously published results on older adults with good high contrast acuity (>= 0.20 logMAR). Method: Reading performance was assessed using the Pepper Test, an oral test of random letters and words. The test was scored for speed and accuracy (corrected reading rate [CRR]= total number items correct/time). Mean acuity reserve was 0.25 log units. Subjects also completed an extensive battery of vision tests. Results: Not surprisingly, significant differences were obtained between elders with reduced vs. good acuity. The reduced acuity group was older (mean age= 81.8 vs. 72.8 yrs) and slower on the Pepper Test (CRR= 57.6 vs. 91.0 words per minute). Multiple linear regression revealed that contrast sensitivity, as well as low contrast acuity in glare, and gross motor ability were significant independent predictors of reading performance in the reduced acuity group, accounting for 44% of the variability. Our prior findings in those with good acuity indicated that low contrast/low luminance acuity, high contrast acuity, gross motor ability, impact of lighting changes on walking, and impact of divided attention on visual field size were all significant independent predictors of reading ability. These factors accounted for 36% of the variability in Pepper reading task performance. Conclusions: For older individuals with good or reduced acuity, once other factors are taken into account, age is no longer a significant independent predictor of reading performance. However, for the reduced acuity group, fewer factors are required to account for variability in reading performance. In both groups, we find substantial variation in reading performance that isn't accounted for by standard high contrast acuity, emphasizing the importance of assessing reading ability in older adults."
"Meadows A.B.; Stanton B.K.; Styles J.R.; Finstuen K.","Meadows, Andrew B. (7102871849); Stanton, Brian K. (7102145660); Styles, Jennifer R. (7005904322); Finstuen, Kenn (6603775365)","7102871849; 7102145660; 7005904322; 6603775365","Predictors of course completion for the U.S. Army pharmacy specialist course","10.1093/milmed/167.2.140","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036182307&doi=10.1093%2fmilmed%2f167.2.140&partnerID=40&md5=1070804d3d39da4758492bc45a24a205","The purpose of this study was to determine predictors of successful completion of the U.S. Army Medical Department pharmacy specialist (91Q) training program. The sample consisted of 143 students from four course iterations, and only students enrolled in the course for the first time were included for analysis. The relationship between 16 predictor variables and successful completion was assessed. Five variables, the ranks of private (E1) and specialist (E4), cross-trainee status, gender, and Armed Services Vocational Aptitude Battery (ASVAB) general technical (GT) score, were found to be significant predictors using simple linear regression. Using hierarchical multiple linear regression analysis, three variables, service component, gender, and ASVAB GT score, were found to have a significant unique shared variance with success. The results of this study indicate that ASVAB GT scores are predictive of success (p < 0.01) in the 91Q training program. Using these predictors, the selection process may be modified to improve the likelihood of student success in the course."
